epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.9225,0,303.532,0,0,0,0,0,0,69.749,0,0,0,0
2,38.6011,0,302.96,0,0,0,0,0,0,69.8224,0,1.34e-05,1.34e-05,1.34e-05
3,52.4503,0,301.689,0,0,0,0,0,0,69.8871,0,1.36e-05,1.36e-05,1.36e-05
